"","x","y","Date","Ignitions","AR","AT","AVPD","Area"
"3287",149.1,-35.3,"2015_11",0,100.300003051758,24.8999996185303,1.94006407260895,0.38
"3288",149.1,-35.3,"2015_12",0,32.0999984741211,28.9967746734619,2.87183809280396,0.38
"3289",149.1,-35.3,"2016_01",0,104,28.2580642700195,2.51121091842651,0.38
"3290",149.1,-35.3,"2016_02",0,28.8999996185303,29.331033706665,2.65283226966858,0.38
"3291",149.1,-35.3,"2016_03",0,38.7999992370605,27.3935489654541,2.28263926506042,0.38
"3292",149.1,-35.3,"2016_04",0,6.19999980926514,23.6000003814697,1.75717830657959,0.38
"3293",149.1,-35.3,"2016_05",0,53.5,16.9935474395752,0.982367217540741,0.38
"3294",149.1,-35.3,"2016_06",0,143.300003051758,12.6466665267944,0.608347594738007,0.38
"3295",149.1,-35.3,"2016_07",0,76.1999969482422,12.4225807189941,0.614903628826141,0.38
"3296",149.1,-35.3,"2016_08",0,48.7000007629395,14.0193548202515,0.808091163635254,0.38
"3297",149.1,-35.3,"2016_09",0,155.5,15.6333332061768,0.804113507270813,0.38
"3298",149.1,-35.3,"2016_10",0,45.0999984741211,18.3161296844482,1.19837439060211,0.38
"3299",149.1,-35.3,"2016_11",0,80.8000030517578,24.7466659545898,2.00215482711792,0.38
"3300",149.1,-35.3,"2016_12",1,71.9000015258789,28.4354839324951,2.50735759735107,0.38
"3301",149.1,-35.3,"2017_01",0,12,32.3935470581055,3.35163760185242,0.38
"3302",149.1,-35.3,"2017_02",0,16.1000003814697,29.8178577423096,2.89563798904419,0.38
"3303",149.1,-35.3,"2017_03",0,85.5999984741211,25.7258071899414,1.82592499256134,0.38
"3304",149.1,-35.3,"2017_04",0,41.0999984741211,19.7133331298828,1.20599007606506,0.38
"3305",149.1,-35.3,"2017_05",0,41.4000015258789,16.1774196624756,0.956677675247192,0.38
"3306",149.1,-35.3,"2017_06",0,0.899999976158142,13.3800001144409,0.796968579292297,0.38
"3307",149.1,-35.3,"2017_07",0,17.5,12.5,0.763911485671997,0.38
"3308",149.1,-35.3,"2017_08",0,48.7999992370605,13.5161294937134,0.854990899562836,0.38
"3309",149.1,-35.3,"2017_09",0,17.6000003814697,17.7133331298828,1.38424694538116,0.38
"3310",149.1,-35.3,"2017_10",0,54.2999992370605,22.8193550109863,1.71508717536926,0.38
"3311",149.1,-35.3,"2017_11",0,90.4000015258789,24.0766658782959,1.85911691188812,0.38
"3312",149.1,-35.3,"2017_12",0,114,27.5838718414307,2.28725600242615,0.38
"3313",149.1,-35.3,"2018_01",0,40.0999984741211,31.2032260894775,3.20648384094238,0.38
"3314",149.1,-35.3,"2018_02",0,67.5999984741211,28.8392848968506,2.71323561668396,0.38
